,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Cd2,4.277305,3.95982,2.9201593,3.9107945,3.913116,2.7294555,2.702344,2.635199,4.9283986,5.022931,4.8269243,3.6068828,3.5709348,3.789443,3.9773653,3.861462,4.1937175,4.638952,4.4624434,4.933522,4.305998,4.544795,4.242558,6.8067856,7.6649165,6.7869673,7.606649,7.612547,7.163618,6.742432,6.744871,5.6111073
Nrp1,0.01911161,0.04717973,0.0,0.027530242,0.027696086,0.21820854,0.20145188,0.37412825,0.36946183,0.17496139,0.5782452,0.26507565,0.20525049,0.56889373,0.30101565,0.19219238,0.5041524,0.30667162,0.18786895,0.50493836,0.7398742,0.55001146,0.7903139,0.43847623,0.42108786,0.43887782,0.3734924,0.3695425,0.6434642,0.38676387,0.3872289,0.31812242
Ctsl,0.24244112,0.27630404,0.28565863,0.19547619,0.19587336,0.0476208,0.046144396,0.054977078,0.014416566,0.015985467,0.012732455,0.0485427,0.050305437,0.039590754,0.030940033,0.035858996,0.021757966,0.03156929,0.03753602,0.02161157,0.055657774,0.061503917,0.054104663,0.015229226,0.02435546,0.0150184585,0.02105381,0.021222696,0.011208358,0.028310897,0.028351016,0.023349661
Fas,0.24253877,0.22589491,0.3470193,0.23169939,0.23229766,0.10774125,0.10956169,0.07985881,0.13237688,0.15429182,0.10885263,0.12397358,0.1296009,0.095395654,0.10860374,0.11540749,0.095903404,0.13930061,0.14960705,0.12210049,0.24274562,0.31051943,0.22474055,0.20555703,0.14513059,0.20695257,0.26435992,0.26517048,0.2218519,0.21844977,0.21840943,0.20365748
Hnrnpab,2.190961,2.5398922,2.0931504,2.3843646,2.3885756,8.241389,8.408287,8.419584,5.9634957,6.101969,5.8148546,6.892655,6.8955455,6.877975,7.3863816,7.4970403,7.1798186,5.235089,5.544085,4.719413,3.002228,3.1560462,2.961364,2.8633285,2.5539937,2.8704724,2.1319864,2.1284192,2.3098476,1.9378958,1.9370171,2.2945542
Xrcc6,0.2363767,0.1987746,0.2880595,0.18313392,0.18337113,0.3697843,0.3762501,0.36647367,0.21826218,0.21551302,0.22121322,0.30697304,0.30683154,0.30769166,0.28720286,0.28497782,0.29135627,0.23697215,0.23287037,0.24381754,0.22284968,0.22607897,0.22199178,0.17562114,0.116360486,0.17698975,0.14203304,0.1422327,0.12713353,0.13772719,0.1376304,0.08897004
Brd9,0.31615353,0.2755562,0.20179191,0.3519983,0.35157618,0.65614593,0.66116214,0.63356864,0.942895,0.9283802,0.95847565,0.79390484,0.78051156,0.86192167,0.6963403,0.6814313,0.7241705,0.7706021,0.7610265,0.7865825,0.5510616,0.58646387,0.5416565,0.45271447,0.523955,0.45106918,0.527631,0.52813447,0.49624604,0.7399255,0.7401601,0.5370401
Atf7ip,0.7881461,0.75897664,0.68964577,0.69867676,0.6983867,0.23154354,0.21796353,0.22090082,0.5821383,0.57558703,0.58917063,0.37517852,0.36911783,0.40595728,0.2774112,0.26266164,0.30494368,0.33558103,0.31400782,0.37158406,0.5551356,0.54373616,0.55816406,0.60279363,0.5286264,0.6045065,0.6498435,0.6522726,0.5003118,0.6579192,0.6581995,0.4459738
Bmi1,0.18813412,0.16166341,0.41198027,0.20266517,0.20266034,0.23552826,0.23099004,0.2734908,0.14682303,0.122325614,0.1731194,0.17670208,0.17781885,0.17103066,0.20783964,0.20381029,0.21536112,0.17718679,0.17570166,0.17966528,0.20513725,0.17536141,0.21304764,0.22998083,0.19079404,0.23088583,0.16244833,0.16220136,0.1749975,0.15322584,0.15292637,0.2694255
Eed,0.50145453,0.47276846,0.7336112,0.42754245,0.42869735,1.0222911,1.0411217,1.016689,0.77088094,0.7987305,0.74098635,0.85251963,0.86434585,0.79246104,0.94379336,0.96247387,0.908923,0.7689992,0.7931567,0.72868353,0.5954701,0.5913355,0.5965685,0.52803785,0.6396573,0.52546006,0.59454566,0.59364235,0.65898657,0.56654626,0.56614166,0.60379255
Polr2f,0.9771664,0.9161547,0.5233841,0.7983811,0.7982139,2.6416874,2.68484,2.7146595,1.4353138,1.4238734,1.4475944,1.8852874,1.8883102,1.8699367,2.0399754,2.0743032,1.9758968,1.6996155,1.7540654,1.6087452,1.3523734,1.2816828,1.3711532,1.3282009,1.3028601,1.3287863,1.1363702,1.1342456,1.2804952,0.939024,0.93929684,0.5774956
Eif5b,1.807059,1.9612391,1.1879554,1.8563911,1.856707,2.827715,2.842603,2.9503882,1.6987376,1.6724445,1.7269616,2.2648554,2.2497244,2.341698,2.1162727,2.040793,2.257168,2.113875,2.1653674,2.0279405,2.057932,1.9245242,2.0933735,1.8309478,1.8984797,1.8293881,1.548062,1.5445838,1.7700787,1.478611,1.4781448,1.4984064
Gtf2e2,0.21750665,0.31681994,0.35548002,0.2136904,0.21331692,0.6636684,0.6660417,0.74056274,0.522665,0.5070323,0.5394458,0.58558744,0.5740444,0.6442079,0.5244851,0.51112586,0.54942226,0.47723404,0.48320135,0.4672753,0.46977407,0.42418557,0.4818853,0.3227047,0.32718575,0.32260123,0.30542555,0.30394903,0.40584427,0.2768506,0.27674052,0.3419581
Cops5,0.37475815,0.38078225,0.30468047,0.36101532,0.3605704,1.0080825,1.0220237,1.0291344,0.7517289,0.7543403,0.74892575,0.8631205,0.8615005,0.8713477,0.84157914,0.8507532,0.82445425,0.8693597,0.86651963,0.8740994,0.68740356,0.63476413,0.70138794,0.7013259,0.8732677,0.6973549,0.5001976,0.4979399,0.659898,0.45217878,0.45202467,0.5967661
Ssbp3,0.5833723,0.6816818,0.45228252,0.45169434,0.45070112,0.8087694,0.8010416,0.9455469,0.75802445,0.70230573,0.81783485,0.80152667,0.7757213,0.93257743,0.77332926,0.73380303,0.8471115,0.7304318,0.6923268,0.7940242,0.85008985,0.68014723,0.89523745,0.6783507,0.48029444,0.6829247,0.46878332,0.4653494,0.6909846,0.43371886,0.43395898,0.36844563
Atf6,0.067769095,0.0506897,0.06398753,0.04592055,0.045072228,0.25441116,0.25456077,0.2793027,0.3257507,0.3051363,0.3478789,0.2686006,0.25380877,0.34372002,0.3194876,0.2934477,0.36809546,0.26055834,0.2436817,0.2887233,0.28338176,0.28984427,0.2816649,0.4713168,0.46727273,0.47141019,0.45926997,0.45917055,0.45859972,0.4095821,0.41023633,0.23730701
Mxd1,0.0630321,0.10206763,0.05907129,0.21431074,0.21499185,0.045035157,0.042418305,0.045853164,0.096468695,0.09721658,0.0956659,0.08956989,0.09036905,0.08551137,0.069780864,0.066952,0.07506141,0.10844889,0.10087714,0.12108519,0.08467715,0.08752962,0.083919354,0.08839841,0.13255738,0.08737858,0.23171179,0.23219863,0.21283177,0.17330147,0.1729295,0.437204
Hdgf,1.2248288,1.3913312,0.82301176,1.2085805,1.2069336,3.7856588,3.8255684,3.990988,3.1376534,3.1043828,3.1733673,3.0905857,3.0893936,3.0966403,2.8390121,2.9137125,2.6995716,2.8777883,2.9107466,2.8227854,1.7642102,1.7676247,1.763303,1.5294741,1.2130393,1.536782,1.300346,1.3009043,1.2626117,1.3713832,1.3705422,1.7972239
Cd46,0.051778644,0.04130572,0.0,0.036062203,0.036279444,0.0043967776,0.00452673,0.0044067004,0.0055194944,0.0037507915,0.0074180802,0.006129852,0.0062231217,0.0056561884,0.003613745,0.0036711448,0.003506599,0.006720083,0.00601857,0.007890819,0.019955028,0.011181322,0.022285888,0.03515858,0.034904554,0.035164446,0.018373542,0.01843408,0.015445928,0.036492445,0.036515404,0.0
Rsf1,0.92273664,0.7516467,0.7598773,0.77718985,0.7761979,0.4750309,0.46620116,0.43549457,0.5921235,0.5460146,0.64161843,0.5337627,0.5265344,0.5704711,0.46411476,0.46271446,0.46672857,0.42335847,0.41964072,0.4295629,0.6275866,0.6788807,0.6139596,0.5203376,0.5714325,0.5191576,0.83647645,0.8401083,0.5869315,1.0132558,1.0141735,0.5800634
Tnfrsf25,0.15157115,0.14911433,0.0,0.093929805,0.094372034,0.046071604,0.043216772,0.06114192,0.048278667,0.027345194,0.07074937,0.03216011,0.03165052,0.034748044,0.026427576,0.021882486,0.034911748,0.029655842,0.023405654,0.04008662,0.4017428,0.34593257,0.41656956,0.105933346,0.043132044,0.10738373,0.30890876,0.31181946,0.123370275,0.25176492,0.2523276,0.07800287
Ctcf,0.8579899,0.8200945,0.50928044,0.8415694,0.84127253,0.96887463,0.9714112,0.9881812,1.4445852,1.4663079,1.4212673,1.2232623,1.2042189,1.3199729,1.0026599,1.0111862,0.9867443,0.8113157,0.8301077,0.7799543,0.7797695,0.82467186,0.76784056,0.8115493,0.6724752,0.8147612,0.83616906,0.836461,0.8038716,0.89403796,0.89448905,0.5707167
Chd6,0.78794026,0.6716134,0.81331515,0.5925077,0.59370404,0.14349014,0.13359645,0.13220595,0.1879203,0.17659311,0.20007929,0.15289664,0.15534736,0.14045082,0.13209373,0.12340242,0.1483175,0.12807882,0.114692,0.15041974,0.31456318,0.3098884,0.31580514,0.29886505,0.2803534,0.29929256,0.34842402,0.34949479,0.24596757,0.404693,0.40467775,0.19157802
Phf2,0.3548415,0.2976408,0.19464937,0.2833851,0.28261575,0.20468837,0.20004095,0.21415226,0.22786644,0.23599122,0.21914501,0.22284076,0.22318731,0.22108084,0.26265746,0.24792647,0.2901553,0.15707932,0.1567973,0.15754998,0.23562697,0.22284998,0.23902135,0.2715064,0.21144648,0.27289346,0.2709201,0.27083755,0.26535785,0.29402196,0.2940397,0.25609654
Ssb,2.3491302,2.2953157,2.2702613,2.0406458,2.0369756,4.8486867,4.8779087,5.119245,4.0174704,3.9253664,4.116338,4.2587395,4.2020617,4.5465746,4.1645737,4.214119,4.0720887,3.9992936,4.087239,3.8525238,3.227185,3.2111144,3.2314544,2.890381,2.8090274,2.8922598,2.68805,2.6860511,2.725591,2.6538577,2.653321,3.0627542
Zscan21,0.0628613,0.03229232,0.0,0.012098432,0.011722804,0.04740694,0.04464784,0.053195838,0.06961684,0.06680309,0.072637215,0.05302517,0.051587358,0.060327,0.037714444,0.037155405,0.038757987,0.054970216,0.046338838,0.0693749,0.044724274,0.04520494,0.044596575,0.062382523,0.08959034,0.061754167,0.059387445,0.059722185,0.040854465,0.0699043,0.06984624,0.08653468
Stat5a,0.28032222,0.34749392,0.078160174,0.29149538,0.2912854,0.272285,0.26548198,0.31335238,0.2164665,0.21545571,0.21755153,0.25371242,0.25145006,0.26520157,0.22940741,0.22835809,0.23136619,0.26868752,0.26023194,0.28279874,0.2818232,0.26781267,0.2855453,0.23276205,0.22229041,0.2330039,0.3038058,0.3039622,0.2791012,0.31101343,0.31111616,0.17603104
Zbtb10,0.046382956,0.057754725,0.0,0.24733293,0.24760064,0.017011633,0.013321511,0.008183798,0.002548432,0.0022366727,0.0028830848,0.0109946765,0.012278969,0.004472479,0.0077830567,0.009169108,0.005195761,0.0030420586,0.003263301,0.002672833,0.013695096,0.02950032,0.009496214,0.0029427013,0.0,0.003010662,0.00212953,0.0021398207,0.0015766526,3.43804e-05,3.448863e-05,0.0
Dek,1.4030217,1.8464812,1.5865269,1.3749214,1.3751807,4.9860134,5.101871,4.866982,5.816273,5.877628,5.7504134,4.908013,4.9150553,4.872249,5.6648984,5.73319,5.5374207,4.306335,4.56928,3.867512,2.1617587,2.3527088,2.11103,2.3217251,1.831941,2.3330367,1.8399997,1.8408071,1.7969623,1.9977044,1.9975889,2.3146
Pnn,2.2677329,2.2542062,1.6319584,2.1939945,2.1946232,2.994393,3.0126383,3.0495114,1.9926987,1.96564,2.0217445,2.5336967,2.5653694,2.372849,3.0187087,2.9914322,3.069625,2.8052614,2.8191154,2.782141,2.2232034,2.3715158,2.1838024,2.3394396,2.0070972,2.347115,2.0945172,2.094718,1.9785072,2.147762,2.1474922,2.270101
Zfp213,0.07477077,0.08605782,0.082782194,0.054570414,0.05436032,0.06815052,0.06838466,0.08085597,0.06837173,0.061512467,0.07573469,0.06372629,0.06351877,0.06478015,0.07913543,0.072739646,0.09107424,0.06421539,0.059332754,0.0723639,0.071844876,0.07059839,0.07217602,0.11000163,0.07490879,0.11081209,0.068879,0.06892808,0.06189877,0.06961629,0.069692925,0.06790739
Kntc1,0.0058473647,0.025393365,0.0,0.0062727407,0.006310528,0.21025452,0.21611315,0.21376169,0.24711157,0.24201764,0.25257957,0.22463165,0.21844892,0.25603023,0.2087052,0.19572957,0.23292637,0.11779727,0.13214853,0.09384682,0.048260402,0.060281783,0.04506675,0.061643817,0.050352596,0.061904583,0.008691273,0.008394245,0.01777077,0.0063497513,0.0062844255,0.040652204
Hbp1,0.3669513,0.2854715,0.4485202,0.34025732,0.3410538,0.07665697,0.06927205,0.05461799,0.09607707,0.09068662,0.10186336,0.094801955,0.0956588,0.09045051,0.06583319,0.065505564,0.06644476,0.12206223,0.12205274,0.12207806,0.21895777,0.24053627,0.21322514,0.27205414,0.25325447,0.2724883,0.34732628,0.34906963,0.24027453,0.39507046,0.39555237,0.25636497
Tnf,0.08911819,0.124306254,0.0,0.09965658,0.09917104,0.17964838,0.18294284,0.116426334,0.12933283,0.15588759,0.10082805,0.16772316,0.17993824,0.10568977,0.1867782,0.21287586,0.13806257,0.17754091,0.2119447,0.12012532,0.19613832,0.22378927,0.18879245,0.07349501,0.082858175,0.07327876,0.13431065,0.13449419,0.12980172,0.05240547,0.05247974,0.043217443
Klra9,0.00256181,0.0,0.0,0.0030626215,0.0024681732,0.0036705723,0.0013782808,0.0,0.0065631913,0.01040687,0.0024372542,0.0016598899,0.0016792375,0.0015616349,0.0004108774,0.0005125459,0.00022109617,0.0017636634,0.0021044572,0.0011949214,0.0001408887,0.0,0.00017831779,0.0028161558,0.013214479,0.0025760098,0.009623867,0.00977962,0.0,0.106851615,0.10678696,0.042892277
Lmo4,0.5267994,0.41000673,0.5681649,0.377496,0.3774285,0.33078584,0.33422366,0.28751376,0.25446367,0.24391751,0.26578426,0.27943918,0.28158927,0.26852018,0.33758605,0.33932427,0.33434135,0.24552108,0.25129026,0.23589304,0.21662377,0.22530822,0.2143166,0.14757429,0.2296074,0.14567976,0.15994932,0.159239,0.18806425,0.25385422,0.25371844,0.24893244
Srrm1,1.2232494,1.2805452,1.1093309,1.3867546,1.3873643,2.1312885,2.1359398,2.306839,1.9044917,1.850819,1.9621058,2.0015714,1.984507,2.0882318,1.8572898,1.856373,1.8590012,1.6430964,1.6138015,1.6919861,1.5503167,1.6152362,1.5330698,1.4823021,1.3012403,1.4864836,1.6248122,1.626807,1.4951884,1.6150801,1.6162269,1.1006099
Bard1,0.023701185,0.05248046,0.0,0.06321746,0.06359829,0.34963304,0.35773185,0.35716733,0.44688758,0.4430091,0.45105088,0.3636268,0.3600945,0.3815654,0.46038708,0.43923572,0.49986959,0.21470356,0.24349938,0.16664696,0.10340184,0.10586138,0.102748424,0.14149663,0.074394345,0.14304633,0.044941925,0.044166654,0.08722756,0.044577092,0.044366386,0.12868705
Zdhhc2,0.004869302,0.0149149345,0.0,0.004639892,0.004522361,0.10193612,0.101979144,0.11850426,0.1535667,0.16008818,0.14656633,0.12418948,0.12268726,0.13181844,0.14797717,0.14608455,0.15151007,0.12897594,0.1280198,0.13057163,0.07488087,0.09345481,0.06994644,0.104064174,0.09948667,0.10416989,0.08010146,0.07924302,0.1334859,0.06659173,0.06665104,0.03262689
Aff1,0.3100326,0.29956573,0.07297128,0.32379833,0.32410827,0.09142433,0.08473246,0.105112776,0.13370857,0.13311464,0.13434613,0.10830259,0.106591456,0.11699248,0.10886958,0.103763565,0.11840081,0.11737169,0.11123578,0.12761176,0.19838758,0.1868991,0.20143966,0.17710371,0.25195873,0.17537497,0.1867301,0.18631825,0.20294145,0.20709056,0.20699877,0.053886253
Zdhhc9,0.03217457,0.05659691,0.0,0.06041905,0.06078302,0.023880374,0.02369991,0.026915852,0.035549674,0.036949165,0.03404741,0.031188352,0.029983725,0.037305962,0.01811953,0.017688576,0.018923981,0.030315395,0.030629404,0.029791355,0.04818409,0.050384358,0.047599558,0.027911829,0.039576296,0.027642442,0.04257515,0.042272553,0.06467648,0.06258839,0.06230636,0.22827303
L1cam,0.011902258,0.00766392,0.06964895,0.014566878,0.01465463,0.04900941,0.049743485,0.048985112,0.09720474,0.08290791,0.112551436,0.06788158,0.06592569,0.07781445,0.078865014,0.07901971,0.078576244,0.08570988,0.08155095,0.09265061,0.03529966,0.0369765,0.03485418,0.17113455,0.07408638,0.17337584,0.10029942,0.10007237,0.11221287,0.1538089,0.15407762,0.0676271
Zfp282,0.06396566,0.09407537,0.06964895,0.0787946,0.079099774,0.095287435,0.095043756,0.0978061,0.06505397,0.061665665,0.0686911,0.07612922,0.07710159,0.07119114,0.09207796,0.08833122,0.09907188,0.07055234,0.07193138,0.06825092,0.111042194,0.10787749,0.11188294,0.109474055,0.0584905,0.1106515,0.094591856,0.09459945,0.07964363,0.1282825,0.12837063,0.10570273
Apex1,0.46065977,0.42520988,0.5071614,0.42672795,0.42645875,0.5835634,0.5814138,0.66847867,0.14257555,0.13328785,0.15254529,0.27722955,0.27936706,0.2663743,0.372642,0.36523816,0.38646248,0.21260753,0.21752612,0.20439903,0.29956913,0.25186864,0.31224144,0.19210337,0.19566798,0.19202106,0.14015222,0.13980883,0.16548105,0.06047093,0.060190357,0.09691323
Ddb1,0.50824445,0.49330604,0.50439197,0.36595526,0.3658725,1.1480303,1.1649069,1.1580269,0.7772981,0.78626573,0.7676719,1.0070679,1.0078754,1.0029666,0.81153136,0.8270551,0.78255385,0.89114076,0.8995983,0.8770262,0.7102941,0.67217404,0.72042125,0.5290541,0.6325743,0.5266633,0.47050464,0.46946162,0.5238459,0.47012514,0.47006306,0.5589013
Pou2af1,0.04527283,0.03829918,0.0,0.05191841,0.051774174,0.040303834,0.038879294,0.042236764,0.026921354,0.024490548,0.029530663,0.040621843,0.042512633,0.031019615,0.03279533,0.03462014,0.02938902,0.02546571,0.027298184,0.022407543,0.066433884,0.055783913,0.0692632,0.01171611,0.029797606,0.011298523,0.011482731,0.011456798,0.013812147,0.004437661,0.004338543,0.053886253
Nsd2,0.092590645,0.17372006,0.064600386,0.11662795,0.11709126,0.9773497,0.9969814,1.0301205,0.97791815,0.93676335,1.0220951,0.88844436,0.8864624,0.8985096,1.0950239,1.0742123,1.1338722,0.5806739,0.5959317,0.5552105,0.4480349,0.44920614,0.44772378,0.44723514,0.36469218,0.44914144,0.27363107,0.27235073,0.34847462,0.2817122,0.28172,0.19323145
Cd180,2.1435295e-05,0.0,0.0,0.0,0.0,0.0007846864,0.0006938411,0.0017586778,0.0,0.0,0.0,0.0009908349,0.00096007227,0.001147061,5.6031018e-05,8.6047636e-05,0.0,0.00015598597,0.00016122076,0.00014724975,0.0001670849,0.00041952287,0.000100021185,0.00013420722,0.0,0.00013730669,0.00015368895,0.00015617623,0.0,4.0701616e-05,4.0829746e-05,0.0
Il2ra,0.030631157,0.032618236,0.0,0.008208045,0.0072495895,0.48212525,0.49154186,0.4981153,0.21528678,0.20831014,0.22277573,0.2788342,0.2670887,0.33848286,0.26688278,0.26724556,0.2662056,0.25175166,0.26394126,0.23140876,0.06376086,0.051070437,0.06713225,0.16015144,0.21336924,0.15892239,0.114954375,0.11400977,0.1781643,0.07226569,0.07187718,0.25179845
Stat6,0.5261664,0.59624976,0.61383057,0.5436457,0.5434296,0.30126074,0.28622177,0.30112445,0.34079885,0.34647942,0.33470115,0.3371172,0.33472794,0.3492508,0.24860473,0.2387435,0.2670124,0.3142995,0.30240542,0.33414918,0.4041329,0.42645407,0.398203,0.38927025,0.40887356,0.38881752,0.44958073,0.45030192,0.39031136,0.58061945,0.5803877,0.4679205
Brwd3,0.17108704,0.18045466,0.20566303,0.2558052,0.25617144,0.14506888,0.14361532,0.14987771,0.1459563,0.14317496,0.14894186,0.15007712,0.15219025,0.13934575,0.119655564,0.117651105,0.12339723,0.1282942,0.12452457,0.13458522,0.21373358,0.21174204,0.21426266,0.2395965,0.17437522,0.24110277,0.21981159,0.21945538,0.2346757,0.23358124,0.23388192,0.17239395
Zfp606,0.09183666,0.040678598,0.13037775,0.03271826,0.03215249,0.036441285,0.035343725,0.03616561,0.030206596,0.02608582,0.03462998,0.025389876,0.027078807,0.016812755,0.03471957,0.03719133,0.030105615,0.034064643,0.030284444,0.040373325,0.03723471,0.04526884,0.035100326,0.06531777,0.031502202,0.066098735,0.039169833,0.039144896,0.038186595,0.047284476,0.047246967,0.047073267
Gatad2a,0.7947497,0.92380565,0.42264715,0.8056336,0.8072868,0.99623686,1.0008258,1.0275389,1.0179685,1.0259736,1.0093756,1.0019009,0.99630344,1.0303276,0.9764863,0.9371166,1.0499765,0.94011784,0.9377643,0.94404566,0.9691236,0.9844362,0.96505564,1.0702678,1.1022503,1.0695292,1.1713271,1.1733829,1.0721687,1.0119612,1.0127076,0.9904072
Hells,0.08552561,0.22471334,0.0,0.16918647,0.16932788,2.3358564,2.3886561,2.430732,0.7559098,0.7434345,0.7693012,1.2552782,1.289788,1.0800229,1.8203146,1.7851315,1.8859898,1.2982184,1.4175644,1.0990448,0.5745796,0.56870705,0.5761397,0.72047186,0.43416435,0.72708404,0.20101935,0.19899593,0.32645842,0.19064948,0.19066784,0.20319653
Nmi,0.9644364,1.1779604,1.6203842,0.89451134,0.8957451,0.69783515,0.69176114,0.71890706,1.0723369,1.058969,1.0866865,0.8505864,0.8375023,0.9170334,0.98878413,0.98403007,0.9976584,1.2075201,1.166529,1.2759292,1.2431568,1.2493345,1.2415156,1.380949,1.3014702,1.3827846,1.345484,1.345855,1.3555232,0.90443164,0.90370196,1.3509326
Ccr9,1.7648021,0.9523074,0.8048376,0.31735006,0.31926182,0.099673055,0.08517685,0.22493452,0.117123276,0.061173413,0.17718177,0.08805706,0.079304956,0.13250405,0.11022671,0.081741236,0.1633996,0.131613,0.09601622,0.19101955,0.026049167,0.024502657,0.02646002,0.3469098,0.1098563,0.35238445,0.022311235,0.022040566,0.04120437,0.020971542,0.020621981,0.19802327
Pdcd11,0.37197208,0.3619653,0.0,0.39317465,0.3935642,0.4048778,0.4012367,0.46660203,0.2109683,0.19298232,0.23027508,0.28593338,0.27900088,0.32113963,0.27165234,0.25878227,0.2956765,0.25234544,0.24679427,0.26160964,0.3195525,0.3105403,0.3219467,0.23498653,0.23236038,0.23504718,0.2687944,0.2691,0.21208614,0.17996807,0.18025167,0.09582074
Itgal,1.1088748,0.90512896,0.7349106,1.1678962,1.1634693,1.274511,1.2542442,1.2872686,2.1876554,2.1395972,2.2392428,1.6568457,1.6417034,1.733745,1.847955,1.800481,1.9365731,2.019656,1.9610441,2.117472,2.3807864,2.3987253,2.376021,3.5414524,3.7076895,3.5376132,3.9735577,3.983399,3.259702,5.232628,5.234015,4.972901
Ncoa5,0.13816656,0.106590435,0.1268744,0.121615365,0.121897444,0.154529,0.15588178,0.16591972,0.119081534,0.12980431,0.10757135,0.14090519,0.14431943,0.12356619,0.14398919,0.1448512,0.14238012,0.12650096,0.12808974,0.123849496,0.096041664,0.09024486,0.09758167,0.088987544,0.09142076,0.08893135,0.11250589,0.11265763,0.09726461,0.14939733,0.14970934,0.0
Ly6e,7.121611,7.561932,6.7269106,7.371471,7.3680882,6.776484,6.656611,7.394461,10.797323,9.881867,11.780004,8.208261,8.048979,9.017159,8.212599,7.6762094,9.213858,9.802635,9.135109,10.916652,12.047538,12.095244,12.034864,10.743118,7.724378,10.812836,9.324809,9.323564,9.766288,3.0393317,3.036294,4.894441
Zfp248,0.020196939,0.0141296415,0.06282265,0.006567064,0.006606625,0.017776651,0.01758352,0.019394645,0.0076818326,0.0060520284,0.009431319,0.013880832,0.013709176,0.0147525715,0.016566915,0.014087009,0.021196071,0.012405939,0.012842401,0.011677541,0.019507969,0.01956752,0.019492147,0.020306038,0.016387185,0.020396542,0.0116277225,0.011736696,0.005166241,0.0177228,0.01777859,0.0
Hdac3,0.29587185,0.22363012,0.3851865,0.25937128,0.25872925,0.5356392,0.54316664,0.5383664,0.5143246,0.50941956,0.5195899,0.5233653,0.5209914,0.535421,0.4759932,0.46497568,0.49655917,0.4783805,0.49006268,0.45888442,0.38601017,0.38616967,0.3859678,0.38292387,0.32314873,0.38430434,0.32108724,0.32077548,0.33609995,0.31031883,0.31027856,0.2724861
Atad2,0.32726538,0.5049062,0.39802194,0.57466453,0.57586527,1.8216825,1.8608603,1.815319,1.8534813,1.8341497,1.8742326,1.8717988,1.8724421,1.8685313,2.3694618,2.304194,2.4912953,1.0999649,1.1762214,0.9727022,0.7482903,0.89716977,0.7087383,0.68879825,0.60932064,0.6906338,0.4976256,0.49578902,0.592289,0.5549808,0.55503184,0.5262662
Ilf2,0.43808225,0.493116,0.31798884,0.41271424,0.41309366,0.9557536,0.96611303,1.0041507,0.8880444,0.8829367,0.8935272,0.8530187,0.84519005,0.8927758,0.76786715,0.76643807,0.7705348,0.7660688,0.78699416,0.73114705,0.4896065,0.47261164,0.49412143,0.4142781,0.34307107,0.4159226,0.3223416,0.32091287,0.4118164,0.3159897,0.31614664,0.28414208
Sla2,0.6497541,0.51282793,0.21690084,0.4266963,0.4257074,0.41796678,0.40313622,0.5050663,0.7185313,0.672999,0.7674072,0.5894016,0.5628675,0.72415334,0.5647825,0.5218741,0.64487815,0.62363404,0.57098365,0.7115009,0.5693423,0.49431685,0.58927387,0.8197158,0.75353444,0.82124424,0.4581892,0.45475695,0.66942334,0.47088087,0.47088525,0.47276786
Fbxo17,0.066507444,0.032107025,0.056037422,0.01198519,0.011412637,0.03063692,0.025791628,0.038238637,0.0109003745,0.010042118,0.0118216565,0.011510429,0.010746109,0.015391973,0.006121704,0.004888061,0.008424505,0.014746694,0.013178531,0.01736376,0.016739383,0.015784834,0.016992973,0.04188151,0.008070865,0.042662356,0.017729009,0.017575491,0.02872667,0.013832433,0.013875977,0.0
Chd2,1.729389,1.8997109,1.3925387,2.0512297,2.0518534,0.5886547,0.5716711,0.51283604,0.97807556,0.9426432,1.0161098,0.790519,0.7762556,0.8629548,0.5699239,0.5478395,0.61114794,0.794449,0.7666949,0.84076697,1.3001095,1.3411885,1.2891963,1.0686553,1.1124218,1.0676445,1.3116945,1.3127126,1.243059,1.1578945,1.1580411,1.1892169
Lamp2,0.034824878,0.035347153,0.0,0.044044383,0.044309713,0.052701976,0.053449985,0.05909769,0.06796354,0.0638027,0.072429925,0.068286374,0.06777371,0.07088991,0.06162404,0.05906551,0.066399954,0.07155119,0.06521219,0.082130186,0.08658716,0.0743873,0.08982823,0.08474843,0.080298014,0.08485121,0.04792748,0.04795857,0.0485624,0.058552787,0.058574792,0.038763784
Kdm6b,0.68197256,0.75486726,0.6774899,1.441994,1.445632,0.38180637,0.371617,0.35723105,0.5178465,0.4691169,0.5701546,0.49581465,0.49074757,0.52154744,0.48377043,0.4407937,0.5639937,0.44950926,0.40349463,0.52630186,0.86943424,0.9414078,0.8503134,0.33089998,0.63394123,0.32390133,1.1088699,1.1127303,0.8624578,1.3273766,1.3265257,2.065101
Itga1,0.011500935,0.0008999703,0.0,0.013928549,0.012545399,0.08507858,0.07972745,0.057227686,0.22838372,0.20043495,0.25838485,0.11708318,0.11715438,0.116721556,0.1254006,0.107551284,0.15871932,0.19923744,0.16762574,0.2519934,0.11332035,0.16478622,0.09964771,0.47860673,0.31845206,0.48230544,0.6333775,0.6349605,0.55826825,0.5067125,0.5074731,0.27444947
