,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Cd84,0.27043763,0.2687318,0.22172141,0.26415163,0.26399678,0.16232242,0.1576998,0.17590955,0.26697513,0.24510588,0.29045036,0.196097,0.19458133,0.20379423,0.17901458,0.16494597,0.20527598,0.23496394,0.21392266,0.27007917,0.42411712,0.43490824,0.42125028,0.45037103,0.5491748,0.44808918,0.5337474,0.53509414,0.43431434,0.61487347,0.61492103,0.77592653
Pecam1,0.53480464,0.6725841,0.6961279,0.39666343,0.3981303,0.107712366,0.10075955,0.12771045,0.1770336,0.10642937,0.25282258,0.13025513,0.12141849,0.1751314,0.09747354,0.07746613,0.13482071,0.12151643,0.09220234,0.17043795,0.48043573,0.38126475,0.5067819,0.3501869,0.29177982,0.3515358,0.31638172,0.31663,0.31354427,0.108118825,0.107977375,0.22957829
Mybl2,0.004031966,0.03011863,0.0,0.007785689,0.0078325905,0.13713063,0.138071,0.16276607,0.08020516,0.07518478,0.08559421,0.09783618,0.09646402,0.104804605,0.14862111,0.13914543,0.16630906,0.070789166,0.07702463,0.06038296,0.030668398,0.045836672,0.026638731,0.042185448,0.011362956,0.042897284,0.0112790745,0.011033652,0.027912678,0.0036687043,0.0036802532,0.0
Dpp4,0.86539584,0.69866884,0.70644796,0.97094244,0.9724713,0.43071312,0.4271171,0.3916236,0.42359656,0.4567845,0.38797146,0.45841277,0.47385234,0.38000393,0.43179366,0.44609362,0.40510038,0.44282514,0.44967723,0.43138987,0.88807875,1.0022229,0.8577547,0.43400186,0.5454682,0.43142757,0.8417614,0.8430428,0.76829445,0.65985304,0.65923536,0.50031984
Hmgb3,0.05322942,0.122310214,0.064600386,0.05418274,0.054509144,0.7411864,0.75347316,0.81830513,0.87566036,0.7521448,1.0082462,0.73380023,0.7261289,0.77275866,0.6557287,0.64964783,0.66707975,0.7283621,0.6932204,0.7870092,0.3134415,0.30123368,0.31668463,0.25805402,0.14505067,0.26066378,0.08389566,0.08295074,0.14107274,0.07289235,0.072803736,0.019542616
Gtf3a,0.69885445,0.8111296,0.8476479,0.70194125,0.70039785,1.5656239,1.5742657,1.6472976,1.0606072,1.0786703,1.0412177,1.273404,1.2695693,1.292878,1.3730685,1.3838894,1.3528693,1.2223713,1.2616819,1.1567671,1.0483618,1.0317967,1.0527625,0.95022696,0.82968676,0.9530108,0.8382198,0.8369026,0.9430728,0.67849594,0.6782544,0.88760877
Dach1,0.00032928918,0.018414905,0.0,0.0006202625,0.00062399905,0.0028979003,0.0023995726,0.0072571146,0.00075011427,0.0,0.0015553125,0.0035981846,0.0026648631,0.008337993,0.00026874943,7.5932774e-05,0.0006286739,0.00032503397,7.328115e-05,0.0007451777,0.003185135,0.0016458208,0.0035940758,0.00044013848,0.0,0.00045030334,0.00016101137,0.00016361718,0.0,0.00015606791,0.00015655921,0.0
E2f5,0.14929229,0.10935178,0.1272063,0.10882815,0.10891591,0.07703828,0.07176452,0.10080641,0.09251506,0.08986243,0.09536249,0.0770279,0.07545222,0.085029885,0.061418906,0.055101622,0.07321116,0.047912065,0.050843287,0.04302022,0.08661484,0.080083735,0.08834992,0.053696018,0.031133194,0.0542171,0.073145665,0.073626965,0.04581756,0.07483727,0.07493935,0.063612446
Plag1,0.0032303955,0.014807608,0.0,0.0065945764,0.006634303,0.0025171598,0.0023891858,0.004248148,0.0031625656,0.0045142723,0.0017115977,0.0026464239,0.002660524,0.0025748177,0.003351925,0.003639908,0.002814356,0.0038082052,0.0033128802,0.0046348404,0.004312242,0.010685651,0.0026190553,0.004917752,0.00950705,0.0048117638,0.007465525,0.0075863474,0.0,0.0025233033,0.0025312465,0.0
Jaml,0.6442243,0.6275172,0.4631719,0.5372132,0.5344244,0.3633139,0.34020394,0.369298,0.61639315,0.47849748,0.76441514,0.4516269,0.4224449,0.59982556,0.38943657,0.3176656,0.523409,0.59018046,0.48790646,0.7608629,1.024397,0.8679721,1.0659535,1.035667,0.7670315,1.0418711,0.93126345,0.92555547,1.3495837,0.26958337,0.26903802,0.52677894
Tshz2,0.0,0.0,0.0,0.0001835525,0.00018465825,0.008046027,0.008268009,0.0081991395,0.004014209,0.0033703595,0.0047053387,0.007686399,0.00735611,0.009363749,0.0042586606,0.003333463,0.0059856954,0.0034056131,0.0034934992,0.0032589424,0.02413338,0.019473493,0.025371345,0.003668351,0.0,0.0037530705,0.0010622039,0.0010509762,0.0018535132,0.0,0.0,0.0
Med8,0.60949194,0.5607254,0.6493802,0.45504552,0.4542887,0.8462229,0.8451068,0.9259583,0.91900796,0.9359,0.9008755,0.8199866,0.80990267,0.8711971,0.7741821,0.7756747,0.77139586,0.8655587,0.8797011,0.84195673,0.83854055,0.77357763,0.8557989,0.71889865,0.7557539,0.7180475,0.73676795,0.7371481,0.70987135,0.8683843,0.8678894,0.85063
Ikzf1,3.344325,3.0545287,2.305006,2.7939873,2.7940888,1.8111349,1.7956586,1.747781,2.4868698,2.430653,2.547215,2.1926816,2.180918,2.2524214,2.0223906,1.983115,2.095705,1.9104675,1.9200622,1.8944551,1.8971002,2.019035,1.8647064,2.8181376,2.6960874,2.8209562,2.441913,2.443496,2.2698731,2.395892,2.397126,2.1926036
Nr3c1,0.8100457,0.57580036,0.8773703,0.69795185,0.6947368,0.39927244,0.37592006,0.39241007,0.48496094,0.46674463,0.50451493,0.36341357,0.3684997,0.33758414,0.45130077,0.43159127,0.48809183,0.41845143,0.42605534,0.4057615,0.35073033,0.4180476,0.33284655,0.5072247,0.49531478,0.50749975,0.5914217,0.59208554,0.53463733,0.9921836,0.99231076,0.83908325
Phf19,0.004193087,0.01929329,0.0,0.0077900826,0.007837011,0.087429054,0.089319594,0.09353915,0.085619755,0.072660804,0.09953034,0.063405916,0.062248398,0.06928429,0.094470225,0.092648625,0.09787054,0.05453667,0.061465293,0.04297367,0.03035614,0.029441722,0.030599069,0.035894502,0.011023497,0.03646889,0.011249895,0.01114531,0.01869621,0.0078019756,0.007826536,0.0
Klrb1c,0.015435235,0.016564578,0.052029137,0.026992526,0.024289763,0.04853365,0.037725594,0.017638419,0.079448916,0.0264926,0.13629404,0.03770265,0.038499646,0.033655167,0.022310628,0.01378769,0.03822011,0.03736486,0.02463465,0.058609977,0.04541658,0.059285324,0.04173215,0.56513906,0.08521448,0.5762227,0.23282254,0.2342748,0.118114255,0.74404895,0.74509627,0.30369708
Tfdp1,0.19254881,0.27671704,0.2146184,0.16658273,0.16624366,1.1030632,1.109424,1.2789128,0.68817973,0.67871445,0.69834,0.8619644,0.8617275,0.8631675,0.92437565,0.91931164,0.93382853,0.57749283,0.61227953,0.51943815,0.450324,0.43923864,0.45326898,0.4078288,0.27560496,0.41088247,0.18586475,0.18538354,0.22318621,0.15425847,0.15406516,0.3234999
Il17ra,0.9152153,0.78252876,0.75886047,0.9162542,0.9162869,0.45058626,0.43808365,0.3919003,0.59060115,0.63821316,0.5394927,0.551305,0.5664596,0.47434342,0.44662014,0.47163618,0.39992356,0.5287943,0.5526909,0.48891374,0.47012725,0.5897639,0.43834412,0.48640862,0.55679685,0.48478302,0.8486766,0.852082,0.6227029,1.2564033,1.2561854,1.1872799
Cxcr4,0.2687294,0.6118323,0.31142828,1.179377,1.1830721,0.5106395,0.5056778,0.55779266,0.588912,0.44020048,0.74854404,0.4873191,0.4612898,0.61950713,0.3872939,0.34574068,0.46485993,0.2763402,0.22290829,0.3655113,0.71974516,0.58463067,0.75564027,0.34779167,0.33140248,0.34817016,0.25736028,0.2555972,0.37030932,0.25216097,0.25217855,0.2912525
Zbtb11,0.38053444,0.27016163,0.23494159,0.42115447,0.42116034,0.42049143,0.42134413,0.42541337,0.36735246,0.37299994,0.36129028,0.39329955,0.39953405,0.36163804,0.4168694,0.40510038,0.43883827,0.453663,0.46362564,0.43703654,0.43053672,0.49565506,0.4132371,0.2788947,0.38382006,0.27647147,0.4571886,0.45787925,0.40222797,0.44826213,0.44786707,0.56965387
Tial1,0.5974325,0.64585876,0.9200568,0.5765714,0.5768004,0.8954728,0.90037745,0.9254753,0.7886956,0.76267385,0.81662816,0.8235678,0.8235671,0.82357126,0.7600284,0.7742512,0.7334793,0.7160992,0.75527406,0.6507214,0.56271577,0.56799954,0.5613121,0.65822506,0.52331465,0.6613408,0.4273345,0.4263642,0.488223,0.45745528,0.4574255,0.5034469
Esr1,0.010884112,0.00776057,0.0,0.010267163,0.010044095,0.0013245788,0.0008175005,0.00036152868,0.0012658502,0.0006333545,0.0019447927,0.002036952,0.0022963062,0.0007198392,0.0004561154,0.00014917523,0.0010290704,0.00029318783,0.00024091049,0.00038043212,0.007539136,0.00708434,0.0076599587,0.0,0.0,0.0,0.003918765,0.0039237784,0.0038094856,0.0,0.0,0.0
Rere,0.4974095,0.465816,0.28492647,0.42690614,0.42802206,0.084462516,0.07939097,0.06856191,0.08953213,0.093906,0.08483707,0.085419014,0.08784603,0.07309357,0.082595065,0.081445314,0.084741265,0.06483192,0.071657784,0.053440407,0.13973896,0.18197437,0.12851852,0.1100766,0.15963471,0.10893206,0.237241,0.23836182,0.16746494,0.23974662,0.2398006,0.22534293
Pml,0.140072,0.22265622,0.086523086,0.24741729,0.24768578,0.22413976,0.22453083,0.2228303,0.2635868,0.2448139,0.28373826,0.24181804,0.23893684,0.25644994,0.2649896,0.25506505,0.28351545,0.23036858,0.22816919,0.23403911,0.33362475,0.3624016,0.32597977,0.39182267,0.25405437,0.39500436,0.3089055,0.30867216,0.32396057,0.25870115,0.25914326,0.13191149
Polr2h,0.68704236,0.5752683,0.8806506,0.5549786,0.55488247,1.3064033,1.3127042,1.410379,0.6246443,0.59344107,0.6581388,0.91547495,0.91008997,0.9428224,0.9524157,0.9468975,0.96271634,0.86377156,0.8649004,0.86188763,0.92754626,0.77173185,0.96894056,0.6826568,0.679945,0.68271947,0.49379382,0.49139106,0.67083466,0.39163384,0.3914784,0.46684837
Snrpd1,0.5831532,0.72333723,0.9242753,0.71699554,0.7188061,2.3846514,2.4321597,2.4577677,1.9899322,1.9871482,1.9929208,2.084129,2.0736258,2.137469,2.234877,2.2646286,2.1793406,1.6502931,1.7393465,1.501674,1.0550402,1.0054299,1.0682199,0.8279417,0.8595139,0.8272126,0.6402042,0.63756055,0.83014697,0.4656892,0.4655404,0.57336074
Kmt2a,2.60007,2.0221622,2.74418,1.9496127,1.9531984,0.7830077,0.75948745,0.8289136,0.890866,0.8512593,0.9333812,0.7757983,0.775216,0.77875555,0.72458464,0.6945312,0.78068435,0.7834411,0.7353015,0.8637802,1.2969627,1.3944232,1.271071,1.6534923,1.4334311,1.6585746,1.682234,1.689178,1.179692,1.8316884,1.8319883,1.6752272
Foxn2,0.3865148,0.45755592,0.37502927,0.38532582,0.38476533,0.3526339,0.35433307,0.3276112,0.35091272,0.34626484,0.35590193,0.3834393,0.3918136,0.34091094,0.38333666,0.38186863,0.386077,0.36507222,0.36229908,0.36970022,0.30175775,0.3328314,0.2935026,0.32376292,0.28788513,0.3245915,0.36692724,0.36797896,0.27396616,0.3586936,0.35833967,0.51673543
Cd200,0.025387643,0.03496699,0.07227817,0.021475531,0.021604901,0.035392035,0.033321977,0.059745595,0.04658199,0.017800806,0.077476695,0.025642913,0.01908926,0.058925197,0.029218845,0.02203638,0.042626113,0.030642107,0.019672852,0.048948415,0.25396097,0.12016814,0.28950495,0.088324115,0.0355962,0.08954185,0.020099508,0.01952534,0.0586647,0.007840665,0.007821018,0.021122718
Rbl2,0.35424381,0.27661067,0.24433225,0.258634,0.25770617,0.22844124,0.21715376,0.2520799,0.34838426,0.3253554,0.3731042,0.2870391,0.28066772,0.31939572,0.25845006,0.24051139,0.29193556,0.33279204,0.3252829,0.34532383,0.38484123,0.47455496,0.36100754,0.55775803,0.60619265,0.5566395,0.7864129,0.7884506,0.62356377,0.7360443,0.73638827,0.522698
Zbtb17,0.12810093,0.12791596,0.0,0.1153058,0.11459225,0.11699243,0.11442415,0.11790359,0.12506087,0.118143044,0.1324867,0.12690206,0.12304302,0.14649993,0.1216913,0.11951676,0.12575044,0.12794094,0.1178468,0.14478679,0.19142513,0.16955899,0.19723418,0.14216515,0.13642238,0.14229777,0.14191598,0.1418044,0.14471072,0.10988898,0.10990829,0.12058514
Il4ra,0.6718605,0.92334735,0.5716095,1.1131414,1.1148484,0.10890843,0.09184478,0.099121004,0.076268665,0.0670533,0.08616075,0.10086868,0.103420764,0.08790806,0.08038375,0.070464514,0.098899655,0.08585191,0.0781707,0.09867086,0.19650584,0.21986046,0.19030134,0.082361124,0.07522658,0.082525894,0.17389019,0.17491332,0.112976484,0.16909151,0.16919035,0.1289123
Itgax,0.018899677,0.016360238,0.0,0.050200097,0.049861554,0.21500151,0.22820547,0.10897886,0.57082736,0.68446296,0.448847,0.39979023,0.4227867,0.28300422,0.47275326,0.5073573,0.40815905,0.6075949,0.64408606,0.54669577,0.24181834,0.49163842,0.1754501,1.0455863,1.30562,1.039581,1.6849061,1.6913298,1.3053166,1.3115953,1.3114222,1.096298
Maff,0.023445124,0.083309285,0.0,0.34132493,0.34273875,0.034986977,0.032102518,0.04040868,0.02770578,0.025167665,0.030430278,0.03524129,0.036202002,0.03036237,0.022705927,0.02094773,0.025987897,0.027265,0.026546195,0.028464591,0.06597595,0.052275214,0.06961574,0.009753567,0.014511213,0.009643691,0.03517214,0.035019193,0.047101505,0.021849206,0.021830674,0.041604485
Polr2b,0.4941114,0.54822546,0.41089687,0.36045563,0.36000526,0.79063344,0.7938031,0.87455785,0.6665712,0.66488546,0.6683808,0.7693701,0.74841404,0.8757938,0.5845706,0.57492757,0.6025709,0.61331385,0.61623096,0.6084456,0.54236215,0.49456188,0.5550609,0.43994132,0.41669366,0.4404782,0.42977265,0.4287116,0.4891329,0.45783514,0.45836097,0.25778237
Sfmbt1,0.0651387,0.04438285,0.0,0.061287954,0.06148242,0.13484403,0.13835987,0.12710865,0.098865375,0.09303693,0.105121836,0.1156074,0.1198309,0.09415869,0.201003,0.20298894,0.19729589,0.08126496,0.08864668,0.06894579,0.06278563,0.06644745,0.06181282,0.07005065,0.060821574,0.070263796,0.048894722,0.04878175,0.05192428,0.06688619,0.0670212,0.03599797
Hdac7,1.462098,1.1447251,0.78826606,1.0234238,1.0201625,0.55634534,0.53370506,0.5355645,0.80983305,0.74877155,0.8753785,0.7019899,0.6811386,0.8078818,0.726426,0.6723895,0.8272941,0.6562187,0.6132311,0.72795963,0.93643624,0.8791535,0.9516542,1.2047789,0.9522428,1.2106111,1.0507804,1.0502079,1.1130099,0.8124564,0.81274444,0.6458522
Ncoa3,0.62641335,0.6031058,0.9874599,0.63104063,0.6303554,0.23598772,0.22758499,0.23403712,0.33262983,0.3026597,0.3648008,0.27939272,0.27165756,0.31867513,0.24596128,0.2327253,0.27066845,0.27690753,0.265793,0.29545626,0.37468773,0.43885303,0.3576413,0.5285131,0.48899817,0.5294257,0.44421247,0.44330573,0.50153506,0.50957876,0.5094142,0.4308889
Abcg2,0.04989078,0.037218463,0.0,0.0087588085,0.008161821,0.03144726,0.031595957,0.019458517,0.01473931,0.014259115,0.015254768,0.018700648,0.019706026,0.013594902,0.018438809,0.017742032,0.01973946,0.010024163,0.011089999,0.008245416,0.024039667,0.026421918,0.023406789,0.011385231,0.013381428,0.01133913,0.010616025,0.010556268,0.015103308,0.0176552,0.017668147,0.020313086
Il2rb,0.657838,0.7809719,0.44152963,1.9302617,1.916676,3.1427472,3.084286,3.1277378,3.1337829,2.938862,3.3430173,3.5486479,3.5051556,3.7695212,3.155477,3.0969167,3.2647898,3.4951046,3.3606632,3.71947,2.3039062,2.2387316,2.3212209,3.8196914,2.9540913,3.839682,2.2557995,2.2440681,3.0178034,2.0209038,2.0210419,2.2104306
Phf20l1,1.3447013,1.3215374,0.7216772,1.3038857,1.3013872,0.7820329,0.76412,0.69847846,1.2419431,1.2679715,1.2140034,1.035326,1.034336,1.0403543,0.9364322,0.91832095,0.97023976,1.0288001,1.018153,1.0465688,0.8994146,0.94395477,0.8875819,1.0786706,1.078969,1.0786637,1.3857992,1.3886054,1.1460899,1.7752904,1.7751642,1.759502
Med21,0.05979279,0.0709712,0.0,0.052146114,0.05246025,0.08223734,0.08449798,0.08241259,0.08889905,0.09586464,0.08142196,0.08627945,0.086040884,0.087491,0.07903084,0.080375776,0.07652029,0.07565783,0.0774989,0.07258532,0.052971065,0.052299175,0.05314956,0.03925882,0.045911424,0.039105177,0.049479898,0.049450036,0.04825214,0.051563818,0.051414113,0.06599359
Foxp1,1.3378307,1.1590493,1.4114308,1.3498863,1.3504655,0.2503545,0.226716,0.20468546,0.31136534,0.29863137,0.3250344,0.2846674,0.2862693,0.27653226,0.2526239,0.23663421,0.2824713,0.27969748,0.2679212,0.29935056,0.46091944,0.660853,0.40780425,0.38069737,0.36957082,0.38095433,0.647646,0.64853275,0.56571484,0.6952735,0.69516706,0.56727844
Il18r1,0.34615922,0.5351494,0.5997293,0.57849455,0.5747741,0.7756972,0.75829184,0.81259,1.2858915,0.9988874,1.5939716,0.87644964,0.83567023,1.0835452,0.77228326,0.63140494,1.0352561,1.1996357,0.987251,1.5540793,1.4268287,1.4939282,1.4090028,3.0555742,2.1010733,3.0776181,2.5018528,2.5065398,2.2481582,2.0408678,2.0427203,1.5726801
Sp4,0.4913961,0.41049027,0.62826794,0.34060788,0.34023786,0.22392182,0.22549224,0.19235614,0.51254886,0.5300247,0.49378973,0.3458853,0.3463441,0.3435554,0.29895347,0.2950691,0.30620432,0.31800222,0.32374197,0.30842334,0.22434822,0.25144142,0.21715052,0.4581001,0.37893975,0.4599283,0.5023367,0.5037477,0.39812082,0.42693993,0.42691973,0.44530535
Elf2,0.83399796,0.91194034,0.80464584,0.72503144,0.7255142,0.48989466,0.48448542,0.4531261,0.48725462,0.4793465,0.49574345,0.47976142,0.4814115,0.47138157,0.5631412,0.552809,0.582428,0.48158064,0.4986832,0.4530386,0.49642152,0.52810323,0.48800483,0.59697926,0.49307302,0.59937894,0.62039316,0.62126315,0.5435869,0.7698922,0.7700957,0.6765857
Gtf3c5,0.039906457,0.075735494,0.0,0.036668703,0.03677234,0.09065616,0.09242287,0.08965572,0.07633756,0.06485691,0.08866129,0.08303678,0.082771376,0.08438465,0.104759775,0.098657854,0.11615004,0.07554793,0.07302606,0.07975661,0.06779532,0.05004227,0.072511666,0.05162823,0.050644297,0.051650953,0.045840807,0.045574423,0.06576161,0.030222645,0.030047432,0.09729165
Ilf3,0.37074938,0.38903207,0.1316638,0.29586923,0.29639274,0.41364694,0.41223213,0.4563601,0.4236289,0.39087057,0.45879278,0.38665032,0.38091075,0.41579834,0.3929124,0.3817386,0.41377017,0.31849352,0.30967155,0.33321628,0.29091305,0.28586745,0.29225346,0.30888408,0.18010119,0.3118583,0.27646142,0.27610174,0.29464757,0.3433365,0.34392744,0.1639108
Cd44,0.101534784,0.11803358,0.0,0.35264635,0.3494983,0.5559356,0.54107857,0.5508722,0.84742504,0.75590074,0.94567037,0.6382315,0.6177316,0.74233913,0.6293021,0.5888967,0.7047255,0.64586794,0.60315824,0.717145,0.85587525,0.88442254,0.8482913,1.3065907,0.92057014,1.3155057,1.2306015,1.2323911,1.1240717,0.7504015,0.7501559,0.7705107
Meis3,0.111038856,0.12720674,0.1876592,0.13631107,0.1361427,0.035503097,0.032542683,0.02951067,0.044407316,0.04960406,0.038828954,0.033921756,0.035685893,0.024962714,0.04110493,0.039798416,0.04354376,0.038975984,0.040925447,0.035722576,0.06838654,0.07981469,0.065350495,0.04090134,0.056333244,0.040544946,0.07493939,0.075561695,0.03389642,0.12354514,0.123187006,0.16162375
Pa2g4,1.0679767,1.1824418,0.7013263,1.2547348,1.255807,3.997872,4.066544,4.1670213,1.7819067,1.8300502,1.7302277,2.4531438,2.4573426,2.431821,2.337838,2.3990889,2.2235026,1.7336903,1.8565187,1.528705,1.3605092,1.3832042,1.3544799,1.1411109,1.0485606,1.1432483,0.86888057,0.86779326,0.93500984,0.6869611,0.6861025,1.0712583
Ifnar1,0.41935816,0.4158247,0.38065958,0.31221825,0.3115232,0.14863276,0.14287366,0.11774606,0.19275244,0.2005512,0.18438098,0.18291645,0.18412167,0.17679584,0.14764439,0.15227823,0.13899454,0.20168129,0.19469865,0.21333441,0.25112948,0.26342988,0.24786171,0.2334173,0.28412354,0.23224626,0.3212532,0.3220232,0.2731408,0.2640711,0.2642583,0.20346236
Rpa3,0.5017416,0.5913036,0.4298137,0.42024717,0.4204098,1.8251929,1.8591654,1.8556725,1.7696133,1.8539739,1.6790578,1.7828553,1.7751986,1.8217393,1.9643614,1.9930652,1.9107811,1.456783,1.5068628,1.3732064,0.7710336,0.83095014,0.75511587,0.7800089,0.7542348,0.7806042,0.557644,0.5547016,0.7453319,0.54444915,0.5439826,0.621731
Cd69,1.0257009,2.6097317,0.8119139,4.951483,4.9720917,1.8823526,1.9455512,1.4835838,2.4978824,2.689338,2.2923672,2.2761576,2.3224194,2.0412207,2.3613865,2.398063,2.2929242,2.4144166,2.370923,2.4870014,3.2057457,3.706454,3.0727255,0.9517467,1.9131813,0.92954266,3.344781,3.3497908,3.1166756,1.8846214,1.8838888,2.9540951
E2f8,0.014438249,0.040415082,0.0,0.022984976,0.02312344,0.6084428,0.63374096,0.5466047,0.5800326,0.5940614,0.5649736,0.5020387,0.51424867,0.44003156,0.6983583,0.722312,0.6536448,0.24116181,0.28545296,0.16724543,0.10375561,0.14461523,0.09290067,0.09390414,0.054616258,0.09481148,0.035486296,0.034742963,0.08593957,0.02120169,0.021151619,0.016620418
Ahr,0.025584651,0.04275565,0.085427225,0.08881471,0.08846628,0.03413068,0.031596083,0.038193002,0.023241607,0.012507702,0.03476375,0.021191735,0.018718071,0.03375406,0.029397922,0.025315428,0.03701858,0.020006401,0.014985076,0.028386362,0.07778118,0.04884124,0.08546948,0.02369962,0.026495865,0.023635043,0.009183194,0.008987962,0.02242679,0.002611188,0.002574059,0.021608721
Kcnip3,0.0033079123,0.0,0.0,0.013217375,0.013296997,0.0019997354,0.0015430769,0.0012857415,0.0015180798,0.0023807816,0.00059202634,0.0022043907,0.0025694424,0.00035050063,0.00050400157,0.0005827749,0.00035695796,1.9083463e-05,3.0518397e-05,0.0,0.0016951703,0.0050038295,0.00081617804,0.0004923334,0.0,0.00050370366,0.0052738762,0.005126198,0.008543889,0.005717941,0.0057359408,0.0
Brca1,0.023318114,0.07521417,0.10029543,0.06311483,0.06321735,0.41803145,0.4252218,0.45914826,0.38308033,0.366911,0.4004371,0.33317724,0.33264622,0.33587393,0.51948786,0.4827646,0.5880379,0.19537784,0.20808733,0.17416732,0.10873925,0.12244136,0.10509909,0.11363842,0.0692759,0.11466296,0.02712581,0.026487129,0.07028901,0.022526748,0.02228858,0.14727837
Nr1d2,0.10174234,0.14055808,0.085427225,0.22557986,0.22464369,0.037828114,0.028050832,0.024941674,0.030217642,0.03433091,0.025802322,0.029144488,0.031707786,0.016126959,0.0258261,0.024593253,0.028127415,0.020164162,0.01936349,0.02150038,0.048557818,0.06284492,0.04476225,0.04628278,0.08843607,0.04530926,0.12571076,0.12611315,0.06927434,0.2299174,0.2296441,0.28341168
Nfatc1,0.30248067,0.29411072,0.13695881,0.2311733,0.23022468,0.16333584,0.1581448,0.14993472,0.29081592,0.26770103,0.31562823,0.22213623,0.21136284,0.27684817,0.1758099,0.15985343,0.20559531,0.17924476,0.15727822,0.21590413,0.29529497,0.3006531,0.29387152,0.37826696,0.3236782,0.37952766,0.3752928,0.37438616,0.41788515,0.42166582,0.42190087,0.48545277
Bcl11b,5.887462,4.9926596,4.9967456,3.064275,3.0636284,1.4844437,1.4703374,1.1908731,2.0463529,2.1962085,1.885493,1.77515,1.8135608,1.5800828,1.6524284,1.7045246,1.5551821,1.787543,1.823112,1.728183,2.188761,2.7639992,2.0359406,2.4244757,2.5139363,2.4224095,3.8315458,3.8448927,2.8200603,4.6048512,4.606238,3.948128
Cd226,1.2149279,1.2299033,1.0689003,1.0882229,1.0900866,0.45687637,0.4232651,0.64531153,1.2473705,0.9901427,1.5234876,0.6791662,0.57189035,1.2239591,0.74548894,0.5359287,1.1366681,0.9635104,0.70324874,1.3978544,1.370385,1.5096314,1.3333924,1.4171166,1.5105698,1.4149584,2.1182384,2.1203363,1.9589775,1.8339798,1.8360859,1.1108301
Klra1,0.00725527,0.0,0.0,0.015873862,0.014984141,0.008468235,0.0036357117,0.0008513907,0.0354367,0.06328997,0.005538053,0.029800547,0.03478609,0.0044818055,0.027686669,0.03735971,0.009630322,0.023945577,0.029843763,0.0141022485,0.010829659,0.008724542,0.011388914,0.0042560557,0.11163493,0.001776174,0.02415388,0.0245074,0.0024384141,0.0036639327,0.0036754666,0.0
Uhrf1,0.06016743,0.14828873,0.086523086,0.055695005,0.055733908,1.5861216,1.6293128,1.5896432,0.84364116,0.8727974,0.81234384,1.1144835,1.142303,0.9732043,1.6465085,1.6655701,1.6109266,0.793687,0.88640565,0.6389512,0.3922064,0.45312667,0.37602207,0.31726956,0.1669461,0.32074124,0.09190094,0.09002274,0.20873015,0.04829268,0.04796868,0.19178292
Tnfsf11,6.393599e-05,0.0048058555,0.0,0.0042529493,0.0042785695,0.008115697,0.0071087056,0.018764034,0.0071384916,0.0032654582,0.011295938,0.005234435,0.0049759075,0.0065473523,0.0045880284,0.00334801,0.0069027296,0.0022757133,0.0018729905,0.0029478068,0.08256023,0.046640534,0.0921028,0.0009712364,0.0,0.0009936668,0.002643926,0.002649329,0.0024384141,0.0001073342,0.00010767208,0.0
Maf,0.03806609,0.025909636,0.0,0.021222942,0.021202484,0.03899833,0.037654847,0.04847926,0.11677387,0.09931208,0.13551797,0.07692014,0.0725185,0.09927355,0.061795276,0.051098544,0.08176251,0.10075757,0.079155356,0.13680896,0.11147312,0.06199001,0.12461901,0.3097277,0.31585443,0.3095862,0.114906,0.11340544,0.20921728,0.073286615,0.073377505,0.06661987
Arid2,0.41980943,0.45355895,0.38910854,0.39087367,0.39112547,0.25810274,0.25395772,0.2514337,0.23775682,0.22331353,0.25326076,0.234182,0.24217978,0.19356589,0.23757975,0.23294967,0.24622254,0.17010172,0.17731819,0.15805835,0.26124623,0.33115873,0.242673,0.266209,0.26050797,0.26634067,0.3393346,0.34152827,0.20149001,0.26497707,0.26510018,0.19981918
Nr2c1,0.055034194,0.085566625,0.20477909,0.08831888,0.08851597,0.026557008,0.025278766,0.031056942,0.012271875,0.01114392,0.01348266,0.020744424,0.021470044,0.017059423,0.019060586,0.020329012,0.016692854,0.019876534,0.020294322,0.0191793,0.01929048,0.01554904,0.020284446,0.039201643,0.030198248,0.039409574,0.02979224,0.029639887,0.036598302,0.021477055,0.021457095,0.0
Ebf1,0.0061992584,0.008262449,0.0,0.0066882134,0.0067285043,0.0063112164,0.0060650064,0.010014811,0.008494267,0.008208861,0.008800631,0.0073073893,0.0067699538,0.010036719,0.007556963,0.007817986,0.0070697195,0.009524842,0.010039883,0.008665303,0.017121237,0.004700014,0.02042111,0.024855042,0.017788175,0.025018249,0.008545229,0.008415135,0.017504973,0.000591049,0.0005929096,0.0
